allusion	variation_list
章台坠鞭	['遗鞭', '章台坠鞭', '花底遗鞭']
布帆无恙	['布帆无恙', '帆无恙', '布帆安稳', '一帆无恙', '舶帆无恙', '片帆无恙', '布帆好']
抱瑟不吹竽	['抱瑟立齐门', '齐门挟瑟', '鼓瑟齐门', '瑟向齐门', '抱瑟不吹竽']
下逐客令	['逐客', '下逐客令', '秦逐客']
汉柳三眠	['三眠柳', '人柳']
沟中断	['沟中断', '沟中木', '沟中之断木']
羊车到	['羊车住', '羊车不见']
青蝇吊客	['青蝇吊', '青蝇作吊', '青蝇吊客', '吊客青蝇', '青蝇']
青蝇营营	['青蝇', '白璧青蝇', '罔极2', '青蝇之白黑', '青蝇之谮', '青蝇营营', '营蝇斐锦', '止棘', '苍蝇', '苍蝇间白黑', '谗蝇', '青蝇相点，白璧成冤']
揠苗助长	['揠苗', '揠苗助长', '宋人助长', '助长', '拔苗助长']
方瞳翁	['方瞳', '双瞳方', '方瞳翁', '方瞳人']
浮家泛宅	['浮家泛宅']
剑头一吷	['吹剑首', '吹一吷', '剑首一吷', '剑吷']
石尤风	['石尤', '石尤风', '石邮', '石邮风']
蓬莱	['蓬莱', '蓬岛']
雅歌投壶	['雅歌投壶', '宾从投壶', '投壶']
商鞅徙木	['徙木', '商鞅徙木']
宁为鸡口，无为牛后	['鸡口', '牛后', '宁为鸡口', '宁为鸡口，毋为牛后']
金针	['金针', '金针度人', '金针难度', '暗度金针']
趾高气扬	['趾高气扬', '足高气扬']
侯门如海	['萧郎', '侯门似海', '侯门如海', '侯门一入']
如坐针毡	['如坐针毡', '针毡']
贝萋	['贝锦', '萋斐', '萋菲', '萋菲锦', '萋毁']
曲生风味	['曲生', '曲先生', '曲生风味', '曲君']
丹砂井	['丹井', '丹砂井', '丹砂久窖井水赤', '丹井客']
五禽戏	['禽戏', '五禽', '五禽戏', '五禽之戏', '华佗五禽']
绛县老人	['绛老', '二首六身', '绛人', '绛县老人', '亥字访疑年', '绛县之老人']
强项令	['强项', '强项令']
弄兵潢池	['潢池', '弄潢池', '潢池弄兵', '潢池盗弄', '弄兵', '潢池学弄兵']
千仓万箱	['仓箱', '万斯箱', '万箱', '千箱庆', '亿斯箱']
断送老头皮	['捉将官里', '老头皮']
养老马	['田子方', '养老马', '存老马']
纪渻木鸡	['木鸡', '呆若木鸡', '呆如木鸡', '蠢若木鸡']
非池中物	['池中物', '非池中物']
一阳生	['一阳', '一阳来复', '一阴', '一阳生']
长城自坏	['万里长城', '长城坏', '长城', '自坏长城', '自坏', '长城自坏', '长城隳道济']
栾巴噀酒	['噀酒', '栾巴噀酒', '巴酒', '噀雨巴', '噀风']
赤髭白足	['白足', '赤髭', '赤髭白足', '白足和尚', '赤足', '赤頿', '白足僧']
十洲	['十洲', '十洲三岛']
相见恨晚	['相见恨晚', '恨相见晚', '恨相知晚', '相见之晚']
刘公荣	['刘公荣', '不如公荣者']
不肯过江东	['江东父老', '无面目见江东父老', '羞面江东']
阿戎	['阿戎', '阿奴碌碌']
手挥目送	['目送飞鸿', '目送归鸿', '手挥目送', '白眼送飞鸿', '目送千里雁', '五弦挥手']
南箕北斗	['箕斗', '南箕', '北斗', '南箕北头']
披云雾见青霄	['水镜', '睹青天', '披雾', '披云雾而见青霄', '披云雾']
墙头马上	['墙头马上', '马上墙头']
辋川	['辋川', '辋川图']
东涂西抹	['东涂西抹', '阿婆三五', '东抹西涂', '西抹东涂']
八咏诗	['八咏']
三刀梦	['三刀', '三刀梦', '梦刀', '三刀集', '入梦', '吏', '入梦三刀', '刀州', '刀州梦', '刀头梦', '刀梦', '悬刀梦', '梦', '梦三刀']
斗筲小人	['斗筲', '斗筲之器', '斗筲之材', '斗筲小人']
莱妻	['莱妇', '莱妻']
龙听法	['龙听法', '听经龙']
无何有之乡	['无何有之乡', '无何乡', '无何', '无何境']
山阴道上，应接不暇	['山阴道上', '应接不暇']
清风明月	['清风明月', '明月清风']
孔方兄	['方兄', '孔方']
阿堵物	['阿堵', '阿堵物', '夷甫不言钱', '夷甫岂言钱']
王恭柳	['春月柳', '王恭柳']
怀火	['抱冰', '怀火']
鸣珂里	['鸣珂', '鸣珂里']
子桑寒饥	['子桑琴', '桑舆', '子桑', '寒饥', '子桑饿']
东窗事发	['东窗事发', '东窗事犯', '东窗消息']
一苇	['一苇', '一苇航', '航苇', '一苇杭']
口蜜腹剑	['腹剑', '口蜜腹剑', '腹中怀剑', '蜜口剑腹']
胡威绢	['问绢', '胡威绢', '胡威', '荆州之绢']
三叹谏主	['三叹', '以小人之腹而度君子之心', '以己之心度人之腹']
虎皮羊质	['羊质虎皮', '虎皮羊质', '虎皮羊', '状虎皮']
图穷匕见	['图穷', '图穷匕见']
相敬如宾	['相敬如宾', '相庄', '相庄如宾']
系马埋轮	['埋轮', '系马埋轮']
方寸地	['寸心', '方寸', '方寸地', '方寸乱']
为虎作伥	['为虎作伥', '虎伥']
老牛舐犊	['舐犊', '舐犊之爱', '老牛舐犊', '老牛']
岁寒松柏	['岁寒姿', '岁寒松柏', '寒松']
平康	['平康', '平康巷']
歌式微	['式微', '歌', '叹式微', '赋']
汗漫游	['汗漫游', '卢敖']
覆盆	['覆盆', '覆盆之冤', '覆盆冤', '冤盆覆', '照覆盆']
一囊钱	['一囊钱', '赵囊', '赵壹囊', '赵壹囊空', '一囊贫']
截胫剖心	['比干剖心', '斫胫', '斫涉', '比干', '谏死', '斫涉寒胫']
飞将军	['飞将', '飞将军']
天丧斯文	['天丧斯文', '天岂丧斯文', '天丧', '斯文']
解铃还须系铃人	['解铃还是系铃人', '系铃解铃', '解铃系铃', '解铃还须系铃人']
齐后破环	['解连环', '连环结', '以椎解环', '连环扣儿就']
凤雏	['凤凰儿', '雏凤']
龙驹凤雏	['凤雏', '龙驹', '雏凤', '龙凤合尘', '龙雏凤种', '龙驹凤雏']
肉阵	['肉屏风', '肉屏']
士龙笑疾	['笑疾', '士龙']
三人一龙	['龙头士', '一龙', '龙头', '龙头人']
青帝	['青帝', '青皇']
负弩	['负弩', '负弩前驱']
柿叶学书	['书柿叶', '柿叶书成', '柿叶学书', '柿叶书', '柿叶堪书']
扬雄宅	['扬雄宅', '扬子宅', '扬子居', '子云居']
燕公视草	['燕许', '燕公视草']
置水之清	['置水之清', '孔翊绝书']
天之骄子	['天骄', '骄子']
擎天柱	['擎天柱', '一柱擎天', '擎天手', '天柱']
斩蛟破璧	['沉璧', '毁璧', '碎璧', '斩蛟破璧']
雪夜鸣鹅	['鹅池夜渡', '击鹅群', '雪夜鸣鹅']
名动金瓯	['金瓯', '名覆金瓯', '瓯金', '金瓯亲卜', '名动金瓯', '名动']
一叶知秋	['一叶秋', '一叶报秋', '一叶知秋', '一叶落而知秋']
宅相	['宁家', '宅相']
刘弘一纸书	['一纸书', '刘公一纸书']
青衿	['青衿', '子衿']
郅都苍鹰	['苍鹰', '苍鹰乳虎', '郅都苍鹰']
两岐歌	['两岐歌', '两岐麦秀', '两岐功', '两岐年']
变豹	['豹变', '豹蔚']
口如悬河	['悬河', '口似悬河', '口若悬河', '悬河口']
耻与哙伍	['哙伍', '哙等', '哙等伍', '羞与为伍', '与哙为伍', '耻与哙伍', '与哙伍']
得陇望蜀	['得陇望蜀', '得陇又望蜀', '陇蜀', '陇蜀之请']
蜗牛庐	['蜗庐', '蜗舍']
破瓜	['破瓜', '破瓜年纪']
铜臭	['铜臭', '崔烈富']
入后堂	['彭宣到后堂', '入后堂']
玉笋班	['玉笋班', '玉笋']
倒绷孩儿	['倒绷孩儿', '倒绷儿']
不因人热	['热不因人', '因人热', '不因热', '不因', '人热', '不因人热']
平生无长物	['无长物', '别无长物', '平生无长物', '室无长物', '家无']
浮休	['浮生', '浮休']
七宝鞭	['七宝鞭', '遗矢如冰']
鸡虫得失	['鸡虫得失', '虫鸡']
温舒截蒲	['编蒲', '路蒲末学']
祝鸡翁	['尸乡', '尸乡翁', '祝鸡翁', '祝鸡公']
九关虎豹	['九关', '豺虎', '虎豹关', '虎豹', '九关虎豹']
海棠睡	['海棠睡', '睡海棠', '妃子睡', '海棠半醉']
亦步亦趋	['一步一趋', '亦步亦趋']
公冶非罪	['冶长非罪', '黄雀语', '冶长空得罪', '公冶']
罢官还犊	['留犊', '舍留官犊', '罢官', '还犊', '罢官还犊', '孳犊']
美轮美奂	['轮囷', '轮奂', '轮焉奂焉', '囷轮']
司马青衫	['江州司马', '青衫泪', '江州泪', '司马青衫']
五陵年少	['五陵年少', '五陵儿']
粤犬吠雪	['犬吠千家白', '吠雪']
郊寒岛瘦	['郊寒岛瘦', '寒瘦', '诗肩瘦', '郊寒', '岛瘦郊寒']
田横岛	['田横岛', '田横客', '田横五百人', '哭田横']
一日三秋	['一日三秋', '日三秋', '一日三岁', '一日不见']
铁锁横江	['铁锁沉江', '铁锁横江', '一江铁锁']
千里送鹅毛	['千里送鹅毛', '千里鹅毛']
九老图	['九老']
貂蝉出兜鍪	['貂蝉兜鍪', '功名马上兜鍪出', '貂蝉出兜鍪']
东道主	['主道', '东道主', '东道', '东道主人']
驽马恋栈豆	['恋栈', '驽骀', '驽马恋栈豆', '恋栈豆', '驽马恋豆糠', '驽恋栈']
晋惠闻蛙	['食肉糜', '官蛙', '官虾蟆', '吃肉糜', '晋惠闻蛙']
掉书袋	['掉文', '掉书袋', '掉书囊', '掉文袋']
冯媛当熊	['当熊', '冯嬺当熊']
王良登车	['王良', '王良登车']
骑箕尾	['骑箕', '骑箕尾', '东维', '箕尾傅说']
崔徽图画	['崔徽', '崔徽图画', '崔徽画', '崔徽心事']
失之东隅，收之桑榆	['收之桑榆', '收桑榆', '失之东隅', '失桑榆']
道边苦李	['苦李', '李苦', '道旁苦李', '道傍李']
掣肘	['掣肘', '掣手']
酒浇垒块	['浇愁', '酒浇', '胸中磊块', '垒块', '酒浇块垒', '块磊浇胸']
伯瑜泣杖	['泣杖', '伯俞泣杖', '慈母笞不痛']
安乐窝	['安乐窝', '行窝', '康节行窝']
坐井观天	['坐井', '坐井观天', '坐井窥天']
神荼郁垒	['神荼', '桃符', '郁垒', '屠苏']
太史简	['南史', '太史氏', '太史简', '南史笔']
五噫歌	['《五噫》', '五噫', '《五噫歌》', '歌', '五噫歌', '五噫处士', '五噫鸾']
管宁割席	['割席', '管宁割席', '裂坐茵']
草太玄	['草玄', '草', '太玄', '白首']
亡秦三户	['三户', '亡秦', '亡秦三户', '三户亡秦', '三户赶豺狼']
赤县神州	['赤县', '神州', '赤县神州', '神州赤县']
吴宫教阵	['三令五申', '五申三令', '吴宫教阵', '吴娃粉阵']
一箭双雕	['一箭双雕', '一箭落双雕', '双飞翼']
胆大如斗	['斗胆', '胆如斗']
玉马朝周	['玉马去朝周', '玉马遂朝周', '玉马']
心有灵犀一点通	['灵犀一点', '一点灵犀', '心有灵犀一点通', '灵犀', '心犀']
铜驼陌	['铜驼陌', '铜街', '铜驼巷', '铜驼1']
吊鹤	['吊鹤', '鹤吊', '吊不劳白鹤', '吊陶']
一鼓作气	['一鼓作气', '三而竭', '再衰三涸', '一鼓之雄']
聋丞	['许掾', '聋丞', '瞽聋']
食鸡肋	['鸡肋', '鸡肋1', '食鸡肋']
一条冰	['冰衔', '一条冰']
沧海遗珠	['遗珠', '沧海珠']
半毡	['无毡', '坐榻无毡', '半毡', '分毡']
程门立雪	['立雪', '程门雪', '程门度雪', '程门飞雪', '立程门', '立门前雪']
玉燕钗	['玉燕', '燕钗', '钗燕', '燕玉', '玉燕钗', '钗上燕']
升堂入室	['升堂', '入室', '入室升堂', '由瑟', '登堂入室', '升堂入室', '入室弟子']
一衣带水	['衣带水', '一带', '一衣带水']
洛阳货畚	['王猛畚', '洛阳货畚', '卖畚向嵩岑', '嵩岩畚']
泥封函谷	['泥封函谷', '一丸泥', '一丸', '隗嚣泥', '泥一丸', '泥丸封', '泥函谷', '泥封谷', '一丸封', '丸封', '丸泥封函关', '丸泥塞', '关塞泥封', '函谷丸', '函谷一丸封']
横槊赋诗	['横槊', '曹公横槊', '诗成横槊', '横槊赋']
背水阵	['背水阵', '背水战']
封姨	['封姨', '风姨', '十八姨', '封家十八姨']
皮里春秋	['皮里阳秋', '皮里春秋']
召父杜母	['杜母', '召杜']
温柔乡	['温柔乡', '柔乡', '温柔', '温柔境']
谈鸡	['鸡窗', '窗禽', '宋宗鸡窗', '谈鸡', '鸡谈易', '鸡谈']
弘演纳肝	['纳肝', '弘演纳肝', '纳肝弘演']
相门有相	['相门出相', '相门有相']
鸢肩火色	['鸢肩', '鸢肩火色', '火色', '火色鸢肩']
说项	['说项', '说项斯']
有脚阳春	['有脚春', '春有脚', '有脚阳春', '阳春有脚', '阳春脚']
柴桑	['柴桑', '柴桑伦', '柴桑兴']
老罴当道	['老罴当道', '老熊当道', '罴卧当道', '老罴']
夏侯衣	['妓衣', '夏侯衣']
煮白石	['煮石']
独醒人	['独醒']
百二山河	['山河百二', '秦塞重关', '百二山河', '百二', '百二关山', '百二关河', '百二山川', '百二河山', '百二秦关', '百二秦封', '百二金瓯', '百二雄关']
二疏还乡	['二疏', '还乡', '挂冠', '二疏归', '二疏辞汉', '疏广归田', '疏还', '东都外', '东门归路', '两疏', '受广', '学疏受', '汉二傅', '汉庭疏']
书绅	['书绅']
赤松子	['赤松子', '赤松']
阳侯	['阳侯']
萧何追韩信	['追亡', '萧何']
卿卿	['卿卿']
苏小小	['苏小', '苏小小']
报恩珠	['恩鱼', '报恩珠']
弓旌	['弓旌']
安车软轮	['安车', '蒲帛', '软轮', '蒲车', '软轮车']
绣虎	['绣虎', '文成绣虎']
景升豚犬	['豚犬', '豚儿', '豚犊', '景升牛', '景升豚犬', '景升儿']
仲蔚蓬蒿	['蓬蒿人', '仲蔚蓬蒿', '仲蔚蒿莱', '仲蔚园', '仲蔚庐', '仲蔚杜门', '仲蔚爱穷居', '仲蔚蒿', '孟公不在兹', '师仲蔚', '张仲蔚', '张蔚庐', '蓬蒿三径', '蓬蒿仲蔚']
洞庭张乐	['洞庭张乐', '咸池', '张乐洞庭', '张洞庭', '乐似洞庭张', '奏', '音', '张乐']
黄金铸范蠡	['范金', '黄金铸范蠡', '黄金铸像', '铸金', '铸金思范蠡', '铸像']
一傅众咻	['一傅众咻', '一傅齐', '众人咻', '众楚群咻', '众楚咻', '咻已伙', '咻楚']
陈宝雄	['宝鸡', '陈宝雄', '一双童子', '天宝', '宝鸡之瑞', '鸣', '得雄之祥', '瑞宝下陈仓', '碧宝鸡']
一斛贮槟榔	['一斛贮槟榔', '一斛荐槟榔', '丹徒布衣']
子猷惜此君	['子猷', '惜此君', '子猷偏爱', '子猷宠', '子猷看', '王猷爱此君', '一日', '无', '何可一日无此君', '墨君', '子猷竹', '王家竹', '子猷风', '子猷风调', '居士竹', '此君', '此君一日不可无', '爱此君', '爱竹', '啸园', '爱竹子猷']
鹪鹩一枝	['一枝', '鹪鹩', '鹪鹩一枝', '学鹪鹩', '一枝数粒', '一枝栖', '一枝隐', '一枝眠稳', '巢林一枝', '枝栖']
五行俱下	['十行俱下', '一目十行', '一目数行', '五行俱下', '七行俱下', '五行不辍', '五行俱览', '五行皆下', '数行俱下', '一目五行']
两部鼓吹	['鼓吹', '蛙吹', '蛙鼓', '两部鼓吹', '群蛙', '蛙一部', '蛙两部', '一部鸣蛙', '一池蛙', '两部蛙', '双部蛙', '两部']
一钱太守	['一钱太守', '一钱之郡', '一钱', '刘宠选一钱', '刘宠一钱', '刘宠之钱', '刘宠钱', '刘宠遗芳', '受取一大钱']
一饭千金	['一饭恩', '漂母', '一饭千金', '一饭报', '乞食淮阴', '乞食王孙', '千金一饭', '千金报', '千金答浣纱', '千金酬一饭', '千金酬漂母', '恩酬一饭', '淮阴一饭恩', '淮阴纶饵', '淮阴饥', '漂母恩', '漂母惠', '漂母进饭', '漂母饭', '漂母拯饥', '漂母飧']
丁固梦松	['丁固梦松', '丁固生松', '丁松入梦', '丁固', '梦']
未能免俗	['南阮', '犊鼻', '聊复尔', '阮巷', '阮舍', '未能免俗', '七夕犊裈', '俗未免', '免俗', '免俗未能', '北巷心', '北阮', '南巷', '南阮贫', '巷南', '庭中犊鼻', '晒犊鼻', '晒犊', '晒裈', '晒阮家裩', '曝裈']
七纵七擒	['七擒七纵', '七纵七擒', '七禽', '七纵', '七纵擒', '七擒略']
七札俱穿	['七札俱穿', '七札巧穿', '彻札', '穿七札', '穿札']
三冬足文史	['三冬', '三冬学', '三冬足文史', '三冬学已精', '三冬足', '足用', '三冬足用', '三冬遽足', '三冬文史堆案']
四凶	['四凶', '四罪', '四佞', '三危放逐', '四放', '崇山', '崇山谪', '御魑']
嵩岳三呼	['嵩呼', '三呼', '嵩岳三呼', '嵩山万岁', '嵩祝', '三呼嵩岳', '呼嵩', '呼万']
二桃杀三士	['二桃杀三士', '二桃三士', '三士桃', '桃下坟']
三宿恋	['三宿恋', '三宿念', '三宿', '三宿桑下', '三宿桑阴', '三宿空桑', '三日宿空桑', '恋三宿', '恋桑', '恋空桑', '恋三宿之桑', '桑下', '桑下僧', '桑下恋']
三尸	['三尸', '三尸神', '三彭', '三尸五鬼', '三尸虫', '三虫', '庚申守']
一鸣惊人	['一鸣', '冲天', '一鸣惊人', '一举冲霄', '一飞', '一飞鸣', '一鸣齐鸟', '惊人', '三年', '三年鸟']
三折肱为良医	['三折肱为良医', '三折乃良医', '三折股为良医', '三折之肱', '三折臂', '久病成良医', '折臂']
三槐九棘	['槐府', '槐庭', '槐棘', '槐鼎', '鼎槐', '三槐九棘', '三槐', '三槐位', '三槐堂', '九棘', '位在三槐', '槐岳', '槐位', '棘槐']
三生石	['三生石', '三生梦', '三生石上梦', '三生约', '圆泽', '圆泽三生石', '石上三生']
三语掾	['三语', '将毋同', '三语掾', '三语作掾', '三字为掾', '三语同', '将无同']
三顾茅庐	['三顾', '三顾茅庐', '初出茅庐', '三访谒', '三谒茅庐', '三顾隆中', '垂三顾', '茅庐三顾', '三请诸葛亮', '草庐三顾']
五里雾	['五里雾', '雾市', '公超术', '公超雾', '公超雾市', '堕入五里雾', '学雾']
三鳣集	['三鳣集', '三鳝', '三鳣', '三鱼', '三鳣表服', '兆三鳣', '祥鳣降', '翔鳣应符']
下车	['下车', '下车伊始']
柏舟	['不他', '之死靡他', '恭姜', '之死不渝', '之死靡它', '之死靡二', '共姜誓盟', '共姜', '誓', '柏舟之誓', '柏舟', '节']
致书邮	['书邮', '沉浮', '洪乔', '寄书邮', '置书邮', '不作书邮', '不作洪乔', '水上邮', '沉书浦', '洪乔书']
坠屦	['坠屦', '坠履', '遗簪坠屦', '不忘簪屦', '堕履', '弊屦', '弊履']
不龟手药	['不龟手药', '不龟', '不龟药', '洴澼药']
一丘之貉	['一丘之貉', '一丘貉', '一丘1', '丘貉', '古今丘貉', '同一丘', '狐貉']
梦周	['梦周', '梦周公', '东周梦', '周公', '周公梦']
东山丝竹	['作恶', '东山丝竹', '东山丝管', '东山哀乐', '丝竹东山', '丝竹中年', '丝竹陶写', '中年丝竹', '中年哀乐', '中年忧乐', '中年陶写', '作数日恶', '右军哀乐', '哀乐中年']
夫子梦奠	['两楹', '奠楹', '梁木', '夫子梦奠', '两楹之忧', '两楹告兆', '两楹奠', '两楹梦', '哲人其萎', '哲人萎', '商人奠', '圣师梦奠', '奠两楹', '梁岳颓峻', '梁坏山颓', '梁崩哲萎', '梁坏', '坏']
陈惊座	['陈惊座', '孟公', '惊坐', '举坐惊']
三足乌	['乌光', '乌蟾', '乌轮', '乌阳', '乌飞兔走', '金乌', '赤乌', '三足乌', '三足', '乌兔', '乌照', '兔升乌坠']
中圣人	['圣贤', '贤人酒', '中圣人', '中圣', '中圣中贤', '中圣贤', '中贤圣', '中酒圣', '乐圣', '圣人酒', '圣人', '圣贤中', '圣贤酒', '徐邈中', '徐邈圣贤酒', '徐邈圣', '樽中圣', '浊酒贤', '清圣', '清圣浊贤', '清比圣', '清酒圣', '盏里圣贤', '神圣物']
青丝白马	['青丝', '白马', '白马小儿', '青丝白马', '青缰白马', '青袍']
韦陟五朵云	['韦陟五朵云', '书五朵', '五云体', '五云', '五朵云', '五云字', '五朵']
书裙	['书白练裙', '书破羊欣白练裙', '写练裙', '子敬书裙', '漫写羊裙', '白练题裙', '羊欣白练', '羊欣裙']
书通二酉	['书通二酉', '书窥二酉', '二酉山', '二酉', '二酉藏书', '五车二酉', '大小酉', '学深二酉', '小大酉山', '洞书', '酉室']
于公高门	['于公', '于公高门', '门高', '于门高大', '阴德', '于叟种德', '于家决狱明', '于门', '大我门', '容驷笑高闾', '门容驷']
