sentence	allusion	variation_number	allusion_index	transformed_allusion
摄官青琐闼，遥望凤凰池。	凤凰池	1	[[8, 10]]	[8, 9, 10, 凤凰池]
借箸漫言山聚米，引杯兼笑海生桑。	伏波聚米	1	[[4, 6]]	[4, 5, 6, 伏波聚米]
无由飘一的，娇杀寿阳眉。	梅花妆	1	[[8, 10]]	[8, 9, 10, 梅花妆]
一从悲画扇，几度泣前鱼。	龙阳泣鱼; 班姬咏扇	2	[[8, 10], [2, 4]]	[8, 9, 10, 龙阳泣鱼]; [2, 3, 4, 班姬咏扇]
又劝高帝北伐启曰：虽穷鸟必啄，固等命于良鹑，困兽斯惊，终并悬于厨鹿，若籍巫汉之归师，骋士卒之馀愤，取函河如反掌，凌关塞若摧枯。	易如反掌	1	[[52, 54]]	[52, 53, 54, 易如反掌]
明珠薏苡无人辨，行李归来莫厌穷。	薏苡明珠	1	[[0, 3]]	[0, 1, 2, 3, 薏苡明珠]
添筹且喜增年岁，鼓缶惟当乐夕晨。	海屋添筹	1	[[0, 1]]	[0, 1, 海屋添筹]
时苗留犊，羊续悬鱼。	罢官还犊	1	[[0, 3]]	[0, 1, 2, 3, 罢官还犊]
自下羊昙华屋泪，每安杜甫草堂贫。	羊昙泪	1	[[2, 6]]	[2, 3, 4, 5, 6, 羊昙泪]
房师孙瑞人先生，文章淹雅，而性嗜酒，醉后所作与醉时无异，馆阁诸公以为斗酒百篇之亚也。	酒中八仙	1	[[34, 37]]	[34, 35, 36, 37, 酒中八仙]
至于去取，则公自为沙汰之严，已毫无尘杂。俟放暑假后，再为吹求，续行奉告。	吹毛求疵	1	[[28, 29]]	[28, 29, 吹毛求疵]
隔烟遥望见云水，弹璈吹凤清珑珑。	乘鸾	1	[[10, 11]]	[10, 11, 乘鸾]
碧桃说道：‘你如今富贵极了，只是依人，自来是没结果呢……金陵守得住，我且霸住一方。金陵守不住，我便做个陶朱翁，你道好不好呢?’	陶白之资	1	[[51, 53]]	[51, 52, 53, 陶白之资]
非有圣智之君，恶有甘棠之臣?	召公棠	1	[[9, 12]]	[9, 10, 11, 12, 召公棠]
读君长句还增气，俗耳那闻韶声。	闻韶忘味	1	[[11, 12]]	[11, 12, 闻韶忘味]
至今涸鲋容泥滓，祗有轻鸥自往还。	涸辙之鲋	1	[[2, 3]]	[2, 3, 涸辙之鲋]
咫尺淹留可奈何，东西虚共一姮娥。	嫦娥奔月	1	[[13, 14]]	[13, 14, 嫦娥奔月]
处士梅花半湖水，相公香火一楼诗。	梅妻鹤子	1	[[0, 2]]	[0, 1, 2, 梅妻鹤子]
葭莩不弃朱陈好，松柏能坚管鲍知。	朱陈嫁娶	1	[[4, 6]]	[4, 5, 6, 朱陈嫁娶]
吴溪漫淬干将剑，却是猿声断客肠。	断肠猿	1	[[10, 14]]	[10, 11, 12, 13, 14, 断肠猿]
但得烟霞供岁月，任他乌兔走乾坤。	三足乌	1	[[10, 11]]	[10, 11, 三足乌]
终留赤玉舄，东上蓬莱路。	安期遗舄	1	[[2, 4]]	[2, 3, 4, 安期遗舄]
凌波罗袜轻，轻。烟笼日照，珠翠半分明。	洛神	1	[[0, 3]]	[0, 1, 2, 3, 洛神]
旧买红螺俱粤翠，新收白颡总辽豨。	辽东豕	1	[[13, 14]]	[13, 14, 辽东豕]
出笼鸾鹤归辽海，落笔龙蛇满坏墙。	辽东鹤	1	[[4, 6]]	[4, 5, 6, 辽东鹤]
啮雪餐毡或有之，不欲明言，恐负卿耳。	苏武节	1	[[0, 3]]	[0, 1, 2, 3, 苏武节]
且向东方穷窭薮，敢于安邑问猪肝?	食无肝	1	[[12, 14]]	[12, 13, 14, 食无肝]
文欺白凤真难及，药捻红蕖岂偶然?	吐凤	1	[[0, 3]]	[0, 1, 2, 3, 吐凤]
井邑傅岩上，客亭云雾间。	拔才岩穴	1	[[2, 3]]	[2, 3, 拔才岩穴]
柴桑风度亟清真，地位当齐古逸民。	柴桑	1	[[0, 1]]	[0, 1, 柴桑]
合如防墓，开彼滕室。	滕公佳城	1	[[7, 8]]	[7, 8, 滕公佳城]
又无奈空囊羞涩清高在，逼死了多少豪杰隽贤才。	阮囊羞涩	1	[[3, 6]]	[3, 4, 5, 6, 阮囊羞涩]
隋家堤上已成尘，汉将营边不复青。	细柳营	1	[[8, 10]]	[8, 9, 10, 细柳营]
颜潜乐于箪瓢，孔终篇于西狩。	箪瓢陋巷	1	[[0, 5]]	[0, 1, 2, 3, 4, 5, 箪瓢陋巷]
乃知封姨功，百倍班女扇。	封姨; 班姬咏扇	2	[[2, 3], [8, 10]]	[2, 3, 封姨]; [8, 9, 10, 班姬咏扇]
苟或未然，陋巷不骑金色马，回来却着破襕衫。	箪瓢陋巷	1	[[5, 6]]	[5, 6, 箪瓢陋巷]
反哺日未足，非是惜微躬。	乌哺	1	[[0, 1]]	[0, 1, 乌哺]
案：初生之犊，天性纯一，故以为况。	初生之犊	1	[[2, 5]]	[2, 3, 4, 5, 初生之犊]
发挥宿学，大著杀青之书;研味绪言，未殚绝韦之业。	韦编三绝	1	[[19, 20]]	[19, 20, 韦编三绝]
赏延任子欣传笏，债避无台出打包。	逃债台	1	[[8, 11]]	[8, 9, 10, 11, 逃债台]
时时发狂疾，痛洒忧天泪。	杞人忧天	1	[[8, 9]]	[8, 9, 杞人忧天]
我自歌鱼羞作客，君胡衣绣不还乡?	衣绣夜行	1	[[10, 11]]	[10, 11, 衣绣夜行]
只应似彭泽，种秫遍门前。	陶令秫	1	[[6, 7]]	[6, 7, 陶令秫]
偶乘剡溪兴，访戴竟无违。	访戴	1	[[2, 4]]	[2, 3, 4, 访戴]
今未试之前，采访居其半，请托居其半，甚至暮夜先容，纸上之语，仅免曳白，便足入彀。	四知金	1	[[20, 23]]	[20, 21, 22, 23, 四知金]
天催鹡鸰玉楼去，漱流不并龙洲旁。	鹡鸰在原	1	[[2, 3]]	[2, 3, 鹡鸰在原]
韩康虽复在人间，王霸终思隐岩窦。	韩康卖药	1	[[0, 1]]	[0, 1, 韩康卖药]
异史氏曰：‘乐子文章名一世，忽觉苍苍之位置我者不在是，遂弃毛锥如脱屣，此与燕颔投笔者，何以少异?’	投笔从戎	1	[[37, 40]]	[37, 38, 39, 40, 投笔从戎]
它年激沱江，大救相如渴。	相如病渴	1	[[8, 10]]	[8, 9, 10, 相如病渴]
无如杞人之忧、漆室之叹，不足以动当事之见闻；惟有拔剑砍地，击碎唾壶而已。	漆室忧葵; 杞人忧天; 唾壶击缺	3	[[7, 8], [2, 5], [29, 32]]	[7, 8, 漆室忧葵]; [2, 3, 4, 5, 杞人忧天]; [29, 30, 31, 32, 唾壶击缺]
东郊暂转迎春仗，上苑初飞行庆杯；风射狐冰千片断，气冲鱼锁九关开。	九关虎豹	1	[[28, 29]]	[28, 29, 九关虎豹]
丹梯倚寥廓，终去问青天。	呵壁问天	1	[[8, 10]]	[8, 9, 10, 呵壁问天]
予苦晏婴宅，开户履已盈。	卜市邻	1	[[2, 4]]	[2, 3, 4, 卜市邻]
士别三日，刮目相见。况时阅数载，诸君较昔当必为长足之进步矣。	吴下阿蒙	1	[[5, 8]]	[5, 6, 7, 8, 吴下阿蒙]
春之时也，暖律乍起，和风方刚。	邹衍吹律	1	[[5, 6]]	[5, 6, 邹衍吹律]
缶庐不作茫夫逝，鲁殿灵光白石翁。	鲁灵光殿	1	[[8, 11]]	[8, 9, 10, 11, 鲁灵光殿]
逍遥饮啄安涯分，何假扶摇九万为?	鲲鹏展翅	1	[[10, 13]]	[10, 11, 12, 13, 鲲鹏展翅]
景公乃与韩厥共立赵孤，续赵氏祀，是为文子。	赵氏孤儿	1	[[8, 9]]	[8, 9, 赵氏孤儿]
两道远山分八字，楚楚身材弱不胜。	远山眉	1	[[2, 3]]	[2, 3, 远山眉]
三献荆山时未识，一鸣齐鸟众方惊。	一鸣惊人	1	[[8, 11]]	[8, 9, 10, 11, 一鸣惊人]
壶公本解飞腾术，丁令宁为濩落材!	壶中天	1	[[0, 1]]	[0, 1, 壶中天]
恐妄解禅缚，适为俗人学鸠摩罗什一辈借口也。	榆枋之见	1	[[10, 11]]	[10, 11, 榆枋之见]
故尝论之：先生陆沈于俗，避世金马门，其迹也。	大隐金门	1	[[12, 15]]	[12, 13, 14, 15, 大隐金门]
一樽莫恨盘飨薄，终胜登楼忆故乡。	王粲登楼	1	[[10, 11]]	[10, 11, 王粲登楼]
或飞柯以折轮，乍低枝而扫迹。	闭门却扫	1	[[11, 12]]	[11, 12, 闭门却扫]
花萼楼南大合乐，八音九奏鸾来仪。	凤凰来仪	1	[[12, 14]]	[12, 13, 14, 凤凰来仪]
尝见某者，鹑衣鹄面，彳亍泮宫前。	子夏衣	1	[[5, 8]]	[5, 6, 7, 8, 子夏衣]
雕虫满眼何纷纷，安得麟凤开其群。	雕虫篆刻	1	[[0, 1]]	[0, 1, 雕虫篆刻]
正宋玉悲秋，桓温种木，妨我远游趣。	宋玉悲秋	1	[[1, 4]]	[1, 2, 3, 4, 宋玉悲秋]
绮窗深处，还解忆人无?碧云辞，红叶字，曾仗东风寄。	红叶题诗	1	[[15, 17]]	[15, 16, 17, 红叶题诗]
新妆娇半面，莫使悲团扇。	班姬咏扇	1	[[8, 10]]	[8, 9, 10, 班姬咏扇]
王师渡江吊民伐罪，自浙洎闽，版图归一；独郑氏穷踞绝峤，奋其螳臂，恃巨浸为长城。	螳臂当车	1	[[29, 30]]	[29, 30, 螳臂当车]
霎时雨警三更梦，大力舟藏万壑春。	藏舟去壑	1	[[10, 14]]	[10, 11, 12, 13, 14, 藏舟去壑]
有口难言，月里嫦娥爱少年。	嫦娥奔月	1	[[5, 8]]	[5, 6, 7, 8, 嫦娥奔月]
橘树当奴供玉案，雪花如掌避金貂。	千头木奴	1	[[0, 3]]	[0, 1, 2, 3, 千头木奴]
蒲鞭苇杖示有刑。	蒲鞭	1	[[2, 3]]	[2, 3, 蒲鞭]
当日里绕膝分甘，趋庭闻训，这样的欢娱出于心坎。	孔鲤趋庭	1	[[8, 11]]	[8, 9, 10, 11, 孔鲤趋庭]
她不能不网开一面，教小姐在小处得到舒服，而后在大事上好不得不依从妈妈。	网开三面	1	[[4, 7]]	[4, 5, 6, 7, 网开三面]
既脱儒服披缁衣，伏膺奘公，未几而冰寒于水矣。	青出于蓝	1	[[16, 19]]	[16, 17, 18, 19, 青出于蓝]
莫恋浮名，梦幻泡影有限；且寻乐事，风花雪月无穷。	风花雪月	1	[[17, 20]]	[17, 18, 19, 20, 风花雪月]
长门卖赋司马，秦市悬书吕韦。	一字千金	1	[[7, 10]]	[7, 8, 9, 10, 一字千金]
既追风而西捷，遂射日以南侵。	羿射九日	1	[[8, 9]]	[8, 9, 羿射九日]
陈仓雉未飞，敛翮依芳甸。	陈宝雄	1	[[0, 2]]	[0, 1, 2, 陈宝雄]
尽日溪边艇子斜，治生不种邵平瓜。	东陵瓜	1	[[12, 14]]	[12, 13, 14, 东陵瓜]
冷官领取闲中趣，远胜区区梦蚁忙。	南柯梦	1	[[12, 13]]	[12, 13, 南柯梦]
回首洛阳花世界，烟渺黍离之地。更不复，新亭堕泪。	新亭对泣	1	[[19, 22]]	[19, 20, 21, 22, 新亭对泣]
钱振之尚濠有无题诗云……好梦迷天皆薄幸，侯门如海只悲酸。	侯门如海	1	[[20, 23]]	[20, 21, 22, 23, 侯门如海]
九重宣室召，万里建溪行。	宣室召	1	[[2, 4]]	[2, 3, 4, 宣室召]
不到浑无排遣处，病观《周易》闷梳头。	床头周易; 床头周易	2	[[8, 9], [11, 12]]	[8, 9, 床头周易]; [11, 12, 床头周易]
重施龙伯国人技，一展丝纶连六归。	龙伯钓鳌	1	[[12, 13]]	[12, 13, 龙伯钓鳌]
家学经锄世所钦，会稽竹箭比南金。	带经锄; 南金东箭; 南金东箭	3	[[2, 3], [8, 11], [13, 14]]	[2, 3, 带经锄]; [8, 9, 10, 11, 南金东箭]; [13, 14, 南金东箭]
惭非甘棠咏，岂有思人不?	召公棠	1	[[2, 4]]	[2, 3, 4, 召公棠]
籍名收养，多至数千余人，岁费当若干。此外，又有舍饭，而鹑衣鷇食，扶携颠连，号呼衢路者，犹然在也。	子夏衣	1	[[27, 30]]	[27, 28, 29, 30, 子夏衣]
诸贤书稳致，定不作洪乔。	致书邮	1	[[7, 10]]	[7, 8, 9, 10, 致书邮]
湛然送客河中西，乘兴何妨过虎溪。	虎溪相送	1	[[12, 14]]	[12, 13, 14, 虎溪相送]
债台百级，摒挡无术。	逃债台	1	[[0, 1]]	[0, 1, 逃债台]
窃服皋门上，滥吹淄轩下。	滥竽充数	1	[[6, 7]]	[6, 7, 滥竽充数]
忽见陌头杨柳色，悔教夫婿觅封侯。	封侯万里	1	[[13, 14]]	[13, 14, 封侯万里]
阮生据案成书稿，袁宏倚马不立草。	倚马才	1	[[8, 11]]	[8, 9, 10, 11, 倚马才]
先生系初至上海，不曾见此场面，心想：“上海如此花天酒地，车水马龙，且华夷不分，男女混杂，成何世界。	车水马龙	1	[[28, 31]]	[28, 29, 30, 31, 车水马龙]
一卷文章尘覆瓿，两都踪迹雪随驴。	覆酱瓿	1	[[4, 6]]	[4, 5, 6, 覆酱瓿]
相如四壁消何物?直要文君典鹔鹴。	典鹔鹴裘	1	[[12, 14]]	[12, 13, 14, 典鹔鹴裘]
复寻题柱迹，重过弃繻关。	终军弃繻	1	[[8, 10]]	[8, 9, 10, 终军弃繻]
试比匠人磨斧斤砺刀，削斫材木；本之阴阳，尚有坚脆，坚者不入，脆者皮弛，至其交节而缺斤斧焉。	郢匠挥斤	1	[[41, 42]]	[41, 42, 郢匠挥斤]
故吕望辅已成之业，指挥致维师之名；伊尹出空桑之中，翼赞负阿衡之号。	出空桑	1	[[19, 21]]	[19, 20, 21, 出空桑]
闻有女公子，未遭良匹，窃不自揣，愿以镜台自献。	镜台自献	1	[[18, 21]]	[18, 19, 20, 21, 镜台自献]
刘公荣通士，性尤好酒，籍与戎酬酢终日，而公荣不蒙一杯，三人各自得也。	刘公荣	1	[[0, 2]]	[0, 1, 2, 刘公荣]
楚乡卑湿叹殊方，《𫛳赋》人非宅已荒。	贾生赋𫛳; 贾生赋𫛳	2	[[2, 3], [8, 11]]	[2, 3, 贾生赋𫛳]; [8, 9, 10, 11, 贾生赋𫛳]
江楚生花，谢庭絮起，千秋始得垂青史。	咏絮	1	[[5, 8]]	[5, 6, 7, 8, 咏絮]
《墨子》曰：“桀无道，九鼎沦。	禹鼎	1	[[11, 12]]	[11, 12, 禹鼎]
游丝不系羊车住，倩何人传语青禽?	羊车到	1	[[4, 6]]	[4, 5, 6, 羊车到]
古人嗜酒，以斗为节。十斗一石，量之极也。故善饮若淳于髠、卢植、蔡邕、张华、周𫖮之辈，未有逾一石者。独汉于定国饮至数石不乱，此是古今第一高阳矣。	高阳酒徒	1	[[67, 68]]	[67, 68, 高阳酒徒]
一婢以红巾拂尘，移诸案上(指棋盘)，曰：‘主日耽此，不知与粉侯孰胜?’	傅粉何郎	1	[[29, 30]]	[29, 30, 傅粉何郎]
先生。齐物久，蚁丘罢战，蜗角休征。趁尊前身健，有酒须倾。	南柯梦	1	[[7, 10]]	[7, 8, 9, 10, 南柯梦]
戴埴《鼠璞》引《南海志》云：“崖蜜子小而黄，壳薄味甘，增城惠阳山间有之，虽不知与樱桃为一物与否，要其类也。	鼠璞	1	[[3, 4]]	[3, 4, 鼠璞]
恭己临四极，垂衣驭八荒。	圣主垂衣	1	[[6, 7]]	[6, 7, 圣主垂衣]
杨氏雀环在，张公龙剑并。	黄雀报	1	[[0, 3]]	[0, 1, 2, 3, 黄雀报]
行雁南飞似乡信，忽然西笑向秦关。	屠门大嚼	1	[[10, 11]]	[10, 11, 屠门大嚼]
世祖初定鼎时，尚沿明制。	问鼎	1	[[3, 4]]	[3, 4, 问鼎]
余生平驽钝，世事懵然，独癖嗜青缃，逾于饮食。	青箱传学	1	[[14, 15]]	[14, 15, 青箱传学]
虽地处禁中，而人同方外，可以养拙，可以藏愚，绣衣直指所不能绳。	绣衣持斧	1	[[22, 25]]	[22, 23, 24, 25, 绣衣持斧]
情知不羡燕山桂，一树灵椿岁八千。	五桂联芳	1	[[4, 6]]	[4, 5, 6, 五桂联芳]
杨柳江头春色暮，白马青衫，两郡文章主。只恐远方难久住，高宗梦觉思霖雨。	拔才岩穴	1	[[27, 29]]	[27, 28, 29, 拔才岩穴]
秦鸡常下雍，周凤昔鸣岐。	陈宝雄	1	[[0, 1]]	[0, 1, 陈宝雄]
有时扪虱独搔首，目送归鸿篱下眠。	扪虱而谈	1	[[2, 3]]	[2, 3, 扪虱而谈]
周赧筑台深避债，鲁哀徙宅再忘妻。	逃债台; 逃债台	2	[[2, 3], [5, 6]]	[2, 3, 逃债台]; [5, 6, 逃债台]
题词附骥惭蝇呻，沧桑世变忧心殷，逃禅欲作无怀民。	蝇随骥尾	1	[[2, 3]]	[2, 3, 蝇随骥尾]
半菽一瓢饮，县鹑百结衣。	百结	1	[[6, 10]]	[6, 7, 8, 9, 10, 百结]
对客论孤愤，伤时赋五噫。	五噫歌	1	[[9, 10]]	[9, 10, 五噫歌]
我的同事，为什要亲翁做东道?明日乞到我家去。	东道主	1	[[10, 12]]	[10, 11, 12, 东道主]
南亩耕，东山卧，世态人情经历多。	东山再起	1	[[4, 6]]	[4, 5, 6, 东山再起]
聚车看卫玠，连手望安仁。	看杀卫玠	1	[[0, 4]]	[0, 1, 2, 3, 4, 看杀卫玠]
应念社结庐山，翻嗤靖节，底事攒眉苦?	莲社	1	[[2, 5]]	[2, 3, 4, 5, 莲社]
江树城孤远，云台使寂寞。	云台画像	1	[[6, 8]]	[6, 7, 8, 云台画像]
刘玄刮席，惠帝闻蟆。	晋惠闻蛙	1	[[5, 8]]	[5, 6, 7, 8, 晋惠闻蛙]
卖卜严将卖饼孙，两贤高趣恐难论。	成都卖卜	1	[[0, 2]]	[0, 1, 2, 成都卖卜]
你是奋翼飞天陶士行，我是对泣牛衣王仲卿。	牛衣对泣	1	[[12, 15]]	[12, 13, 14, 15, 牛衣对泣]
三间老屋谈经座，两版荆扉避债台。	逃债台	1	[[12, 14]]	[12, 13, 14, 逃债台]
华阴学雾还成市，鼓泽横琴岂要弦。	五里雾	1	[[2, 3]]	[2, 3, 五里雾]
可知不是长门闭，也得相如第一词。	长门赋	1	[[4, 6]]	[4, 5, 6, 长门赋]
亥朱酉贵未阴勾常亥丑卯巳丑卯巳丁空卯辰巳午寅未丑申子亥戌酉贵断曰：此课得涉害，亥岁占，朱雀发用，事干奏章，论讼犹豫，时宜见机而作，可行则行，可止则止，失计妄动，决如重险，始获宁家。	宅相	1	[[87, 88]]	[87, 88, 宅相]
后曹植疏亦曰：相门有相，将门有将。	相门有相	1	[[7, 10]]	[7, 8, 9, 10, 相门有相]
《霓裳羽衣舞》，始于开元，盛于天宝，今寂不传矣。	霓裳羽衣曲	1	[[1, 5]]	[1, 2, 3, 4, 5, 霓裳羽衣曲]
少年曾负请缨雄，转眼青袍万事空。	终军请缨	1	[[4, 5]]	[4, 5, 终军请缨]
悬头曾苦学，折臂反成医。	悬梁刺股	1	[[0, 1]]	[0, 1, 悬梁刺股]
蠡测亦云妄，桴泛将安归?	乘桴浮海	1	[[6, 7]]	[6, 7, 乘桴浮海]
今日将这碗饭送去与他充饥，野老献芹，聊表微意。	献芹	1	[[13, 16]]	[13, 14, 15, 16, 献芹]
昨夜雨多春水阔，隔江桃叶唤何人?	桃叶桃根	1	[[8, 11]]	[8, 9, 10, 11, 桃叶桃根]
车笠交游广，相逢且越歌。	乘车戴笠	1	[[0, 3]]	[0, 1, 2, 3, 乘车戴笠]
莫将画扇出帷来，遮掩春山滞上才。	远山眉	1	[[10, 11]]	[10, 11, 远山眉]
斗紫一双龙奋蛰，帝青九万里为程，赤脚踏层云。	丰城剑气	1	[[0, 3]]	[0, 1, 2, 3, 丰城剑气]
弟既丧偶，胡不早为胶续，虚此韶年?	续弦胶	1	[[9, 10]]	[9, 10, 续弦胶]
身悲空囊涩，命托长镵强。	阮囊羞涩	1	[[2, 4]]	[2, 3, 4, 阮囊羞涩]
盖地气小动，尚有山崩川沸，陵迁谷变之应，况于地气大动，其雷炮迅击之威，百千万亿，遍震虚空，横冲逆撞以上加于天，宁不至混天为一耶？	陵谷	1	[[13, 16]]	[13, 14, 15, 16, 陵谷]
不材之木，跗萼联芳。断行之雁，飞鸣接翼。	棠棣	1	[[5, 8]]	[5, 6, 7, 8, 棠棣]
春兰擢茎，方茂其华;荆宝挺璞，将剖于和。	和氏之璧	1	[[10, 11]]	[10, 11, 和氏之璧]
黄花白酒住柴桑，冷雁凄云九月霜。	柴桑	1	[[5, 6]]	[5, 6, 柴桑]
东路角巾非故约，西州华屋漫修椽。	角巾东路	1	[[0, 3]]	[0, 1, 2, 3, 角巾东路]
未曾聚萤映雪，悬头刺股，读《论》唯取一篇，披《庄》不过盈尺。	囊萤照读	1	[[2, 5]]	[2, 3, 4, 5, 囊萤照读]
其胸中胶于前代，敢妄为记撰，托桀犬以吠尧。	桀犬吠尧	1	[[15, 16]]	[15, 16, 桀犬吠尧]
余于赵氏祖子孙三世矣……菀枯盈虚，呴湿濡沫，未尝不相共也。	相濡以沫	1	[[17, 20]]	[17, 18, 19, 20, 相濡以沫]
惟杜恕惎闻之，而云：“己得此辈，当乘桴蹈仓海，不能自谐在其间也。	乘桴浮海	1	[[17, 18]]	[17, 18, 乘桴浮海]
漪兰堂上瑟不鸣，凄调空怀金石声。	掷地金声	1	[[12, 14]]	[12, 13, 14, 掷地金声]
何年迎弄玉，今朝得梦兰。	燕梦征兰	1	[[9, 10]]	[9, 10, 燕梦征兰]
除恶未尽，须防死灰复燃。	死灰复燃	1	[[7, 10]]	[7, 8, 9, 10, 死灰复燃]
越三年，曰粗可抽身郎君已得刺史，何恋恋鸡肋乎，为请乞休，且以千金为赆，曰：无使漂母笑人。	食鸡肋	1	[[19, 20]]	[19, 20, 食鸡肋]
与元稹极善胶漆，音韵亦同。	陈雷胶漆	1	[[5, 6]]	[5, 6, 陈雷胶漆]
小生又百道经营，千方省俭，遂至财帛如山，门庭如市，陶白难称独步，猗卓甘拜下风。	陶白之资	1	[[32, 33]]	[32, 33, 陶白之资]
龙并云间跃，人同马氏良。	马良白眉	1	[[8, 10]]	[8, 9, 10, 马良白眉]
若遇兄弟持世及兄弟爻动于卦中，或世临旬空月破，何异缘木求鱼。	缘木求鱼	1	[[25, 28]]	[25, 26, 27, 28, 缘木求鱼]
寥然长卿壁，题赠比兼金。	家徒四壁	1	[[2, 4]]	[2, 3, 4, 家徒四壁]
方干修持清苦振佳声，众鸟那知一鹗情。	荐鹗	1	[[14, 15]]	[14, 15, 荐鹗]
清风明月无人管，并作南楼一味凉。	清风明月	1	[[0, 3]]	[0, 1, 2, 3, 清风明月]
人迎笑，似玉京春浅，长是灯时。	玉京	1	[[5, 6]]	[5, 6, 玉京]
多则是天生分福，又遇着姻缘对付，成就了《麟趾》《关雎》。	关雎	1	[[24, 25]]	[24, 25, 关雎]
则俺这万丈虹霓吐壮怀，包藏着七步才。	七步成诗	1	[[14, 16]]	[14, 15, 16, 七步成诗]
释道枢颂古三十九首李下不得整冠，瓜田岂可纳履。	瓜田李下	1	[[9, 10]]	[9, 10, 瓜田李下]
无人伴客寝，惟有支床龟。	支床龟	1	[[8, 10]]	[8, 9, 10, 支床龟]
浔阳柴桑人，晋大司马侃之曾孙也。	柴桑	1	[[2, 3]]	[2, 3, 柴桑]
鄙人自清光绪卅三年离师后，即奔走四方，藉广交游，足迹遍大江南北，所遇名家老手甚多，饱尝风霜，卅余年所得代价，就是良师益友，相互切磋，故于拳学自信老马尚能识途。	老马识途; 老马识途	2	[[72, 73], [76, 77]]	[72, 73, 老马识途]; [76, 77, 老马识途]
又云：葵为百菜主，味尤甘滑，故为马践，漆室女知忧及国，公仪休相鲁，愠而拔之，不欲夺园夫之利也。	漆室忧葵	1	[[19, 21]]	[19, 20, 21, 漆室忧葵]
骥服盐车上太行，眼中驽蹇任超骧。	骥伏盐车	1	[[0, 3]]	[0, 1, 2, 3, 骥伏盐车]
买山有愿终乘桴，此间支床学闭息』。	支床龟; 支遁买山; 乘桴浮海	3	[[10, 11], [0, 1], [5, 6]]	[10, 11, 支床龟]; [0, 1, 支遁买山]; [5, 6, 乘桴浮海]
失计除三害，空言驾六龙。	周处杀三蛟	1	[[3, 4]]	[3, 4, 周处杀三蛟]
辙迹陈家巷，诗书孟子邻。	长者辙	1	[[2, 4]]	[2, 3, 4, 长者辙]
乘槎莫问支机石，河汉年年此夜阴。	乘槎	1	[[4, 6]]	[4, 5, 6, 乘槎]
官舍弹琴依子贱，人间著论有潜夫。	鸣琴化治	1	[[0, 3]]	[0, 1, 2, 3, 鸣琴化治]
早知具眼番成暗，不作人间了事痴。	了事痴	1	[[12, 14]]	[12, 13, 14, 了事痴]
我太祖收宝鸡之瑞，握凤皇之书，体一德以匡朝，屈三分而事主，荡此妖寇，易如沃雪。	陈宝雄	1	[[4, 7]]	[4, 5, 6, 7, 陈宝雄]
况蓝田美邑，黄绶清流，旋观冉冉之趋，倍庆怡怡之乐。	东方千骑; 东方千骑	2	[[13, 14], [16, 16]]	[13, 14, 东方千骑]; [16, 东方千骑]
不似杨枝别乐天，恰如通德伴伶玄。	樊素	1	[[2, 3]]	[2, 3, 樊素]
